"asset_id","asset_discipline","asset_work_description","location","start_mileage","end_mileage","project_number","project_name","delivery_year"
"000001323625","Buildings","Removal of redundant Canopy 03 Structure and supporting columns.","MDU's",251,258,712278,"Project name 3","2016/17"
"000001323416","Electrification & Fixed Plant","Canopy/Station Roof Repairs","Winchester",24,26,898502,"Project name 2","2016/17"
"000001324726","Buildings","HVAC Renewal","Hinton Admiral",485,489,450022,"Project name 3","2019/20"
"000001323688","discipline 3","Rewire/Relight","Teddington",433,434,505238,"Project name 2","2015/16"
"000001323520","Buildings","Canopy and Box Gutter Repairs","NDS Effingham ",518,525,168638,"Project name 3","2016/17"
"000001323578","Electrification & Fixed Plant","Station Building Roof Repairs","Shepperton",711,716,465290,"Project name 1","2016/17"
"000001323578","discipline 3","Glazing Repairs to Concourse Canopy","Ryde Pier",190,193,164493,"Project name 2","2015/16"
"000001324741","discipline 4","Canopy/Station Roof Repairs","Whitton",422,425,331152,"Project name 3","2015/16"
"000001323699","discipline 4","Ticket Office Refurb","Godalming",34,36,777644,"Project name 3","2015/16"
"000001323688","discipline 4","Refurbish TCS Block","Pokesdown",984,988,425496,"Project name 2","2018/19"
"000001323578","discipline 4","Car Park Resurfacing","Farnborough (Main)",243,245,198415,"Project name 1","2018/19"
"000001323614","discipline 4","Station Building Roof Repairs","Farncombe",101,106,527495,"Project name 2","2018/19"
"000001323382","discipline 3","PPM & Reactive MDU L&E","Farnborough (Main)",112,114,912759,"Project name 3","2016/17"
"000001323394","Electrification & Fixed Plant","Power Upgrade and HVAC Works (CP4 Unfunded)","Worcester Park",139,140,358606,"Project name 2","2016/17"
"000001323711","Electrification & Fixed Plant","Asbestos management surveys","South West Trains Stations",942,948,551254,"Project name 1","2015/16"
"000001323532","Buildings","Removal of redundant Canopy 03 Structure and supporting columns.","Horsley",193,198,598346,"Project name 2","2017/18"
"000001323696","Electrification & Fixed Plant","Glazing Repairs to Concourse Canopy","SSWT Stations",229,230,756696,"Project name 2","2016/17"
"000001323587","Electrification & Fixed Plant","Platform PM costs","Dorchester South",220,224,608860,"Project name 1","2019/20"
"000001323394","discipline 4","Removal of redundant Canopy 03 Structure and supporting columns.","Micheldever",128,129,303659,"Project name 1","2016/17"
"000001324741","discipline 3","Canopy and Box Gutter Repairs","LMD Bournemouth ",246,247,502577,"Project name 3","2015/16"
"000001323522","Electrification & Fixed Plant","Canopy/Station Roof Repairs","Walton on Thames",447,448,958172,"Project name 3","2015/16"
"000001324741","discipline 4","Platform PM costs","Earlsfield",875,877,811347,"Project name 3","2018/19"
"000001323581","Buildings","Canopy Repairs","Southampton Central",672,678,455519,"Project name 3","2016/17"
"000001323382","Electrification & Fixed Plant","Ticket Office Refurb","Oxshott",430,432,904781,"Project name 1","2018/19"
"000001323697","discipline 3","Platform repairs","Templecombe",380,382,399287,"Project name 3","2016/17"
"000001323522","discipline 3","Platform 2 Repairs","Effingham Junction",691,697,563942,"Project name 1","2019/20"
"000001323529","discipline 4","Footbridge Repairs","Thames Ditton",418,420,620148,"Project name 2","2017/18"
"000001323382","discipline 3","Platform repairs","Whitchurch",504,507,289388,"Project name 1","2015/16"
"000001323699","discipline 3","Platform repairs","Putney",941,944,431661,"Project name 3","2019/20"
"000001323520","discipline 4","HVAC Renewal","Various",32,40,870141,"Project name 2","2016/17"
"000001323711","Buildings","Station Building Roof Repairs","Wokingham ",892,896,792245,"Project name 2","2019/20"
"000001323522","discipline 3","Car Park Resurfacing","NDS's",673,675,315580,"Project name 3","2015/16"
"000001323699","discipline 3","Canopy alterations. Contribution to TFL scheme","Shepperton",117,119,852060,"Project name 1","2016/17"
"000001323690","discipline 4","Platform repairs","Norbiton",51,59,275230,"Project name 1","2016/17"
"000001323395","discipline 4","Canopy alterations. Contribution to TFL scheme","Chertsey",505,513,370208,"Project name 3","2018/19"
"000001323530","discipline 3","Canopy and Box Gutter Repairs","Micheldever",946,949,666765,"Project name 2","2019/20"
"000001323515","Buildings","Ticket Office Refurb","Windsor & Eton Riverside",836,840,185441,"Project name 1","2015/16"
"000001323699","discipline 3","Car Park Resurfacing","Chertsey",384,389,799823,"Project name 1","2016/17"
"000001323404","Electrification & Fixed Plant","Canopy repairs","Sunbury",88,90,122738,"Project name 3","2015/16"
"000001324741","Electrification & Fixed Plant","Station Building Roof Repairs","MDU's",821,826,956882,"Project name 3","2018/19"
"000001323614","Buildings","Asbestos management surveys","Vauxhall",138,142,805302,"Project name 1","2017/18"
"000001323587","Electrification & Fixed Plant","Canopy repairs","Earlsfield",805,808,426943,"Project name 2","2017/18"
"000001323522","Electrification & Fixed Plant","Platform PM costs","Templecombe",275,280,382202,"Project name 1","2015/16"
"000001323520","Buildings","PPM & Reactive MDU L&E","LSB Wimbledon ASC",825,828,617937,"Project name 2","2019/20"
"000001323581","Electrification & Fixed Plant","Canopy Repairs","Moreton (Dorest)",920,925,727872,"Project name 3","2017/18"
"000001323402","discipline 4","Platform PM costs","Andover",341,344,667946,"Project name 1","2015/16"
"000001323690","discipline 3","Platform 2 Repairs","Effingham Junction",611,613,497013,"Project name 2","2015/16"
"000001323530","discipline 4","Glazing Repairs to Concourse Canopy","Norbiton",430,437,573691,"Project name 3","2019/20"
"000001323402","discipline 4","Ticket Office Refurb","Brentford",528,529,549621,"Project name 1","2017/18"
"000001323565","discipline 3","Waterproofing works to LUL areas","SSWT Stations",5,9,575637,"Project name 2","2016/17"
"000001323581","Buildings","Power Upgrade and HVAC Works (CP4 Unfunded)","Portsmouth Harbour",908,910,835424,"Project name 2","2019/20"
"000001323381","Electrification & Fixed Plant","Refurbish TCS Block","Crewkerne",595,596,282508,"Project name 3","2017/18"
"000001323532","Electrification & Fixed Plant","Refurbish Fleet Tech Block","FGW  Stations",958,961,205466,"Project name 1","2015/16"
"000001324741","Electrification & Fixed Plant","Waterproofing works to LUL areas","Farncombe",656,659,776133,"Project name 1","2018/19"
"000001324741","discipline 3","Station Building Roof Repairs","Putney",908,909,911422,"Project name 1","2018/19"
"000001323529","discipline 3","Refurbish TCS Block","Teddington",39,46,236799,"Project name 2","2019/20"
"000001323381","Electrification & Fixed Plant","Removal of redundant Canopy 03 Structure and supporting columns.","LSB's",531,532,855788,"Project name 1","2018/19"
"000001323402","Electrification & Fixed Plant","Asbestos management surveys","Putney",408,415,753963,"Project name 1","2017/18"
"000001323520","discipline 3","Refurbish TCS Block","NDS's",652,655,954288,"Project name 1","2019/20"
"000001323625","discipline 3","Canopy repairs","Micheldever",581,588,199891,"Project name 3","2018/19"
"000001323587","discipline 3","Refurbish Fleet Tech Block","LMD Ryde ",825,830,745873,"Project name 2","2018/19"
"000001323627","Electrification & Fixed Plant","Ticket Office Refurb","Ashford (Middlesex)",888,889,635560,"Project name 1","2018/19"
"000001323383","discipline 3","Platform repairs","Shepperton",163,164,220070,"Project name 3","2019/20"
"000001323394","discipline 3","Refurbish Fleet Tech Block","Egham",902,903,327735,"Project name 3","2019/20"
"000001323614","discipline 4","Platform repairs","Upper Halliford",624,631,465449,"Project name 3","2016/17"
"000001323394","Buildings","Refurbish Fleet Tech Block","Norbiton",884,887,409001,"Project name 3","2018/19"
"000001323522","discipline 3","Ticket Office Refurb","Horsley",979,982,209019,"Project name 2","2016/17"
"000001323383","discipline 4","HVAC Renewal","Basingstoke",895,896,533436,"Project name 1","2015/16"
"000001323581","discipline 4","Platform PM costs","Christchurch",418,428,751546,"Project name 1","2019/20"
"000001323587","discipline 4","Canopy alterations. Contribution to TFL scheme","Thornford",775,776,647129,"Project name 1","2019/20"
"000001323520","discipline 3","Glazing Repairs to Concourse Canopy","Basingstoke",60,64,729643,"Project name 1","2017/18"
"000001323690","Buildings","Canopy alterations. Contribution to TFL scheme","Putney",988,990,291379,"Project name 2","2018/19"
"000001323515","Electrification & Fixed Plant","Removal of redundant Canopy 03 Structure and supporting columns.","Winchester",190,192,243306,"Project name 2","2019/20"
"000001323521","Buildings","Platform 2 Repairs","Horsley",60,66,655348,"Project name 2","2018/19"
"000001323711","Buildings","Rewire/Relight","Winchester",363,369,803766,"Project name 1","2018/19"
"000001323688","discipline 4","Refurbish Fleet Tech Block","Island Line Stations",18,23,529797,"Project name 1","2017/18"
"000001323532","Buildings","Canopy repairs","LSB Bournemouth SCC",514,518,931236,"Project name 3","2019/20"
"000001323578","Buildings","Canopy alterations. Contribution to TFL scheme","Pokesdown",381,383,675050,"Project name 3","2016/17"
"000001323625","discipline 4","Waterproofing works to LUL areas","Southampton Central",121,123,184505,"Project name 3","2016/17"
"000001323404","Buildings","Asbestos management surveys","Ashford (Middlesex)",670,673,921256,"Project name 3","2015/16"
"000001323521","Electrification & Fixed Plant","Ticket Office Refurb","Havant",100,102,353698,"Project name 2","2019/20"
"000001323515","discipline 3","Canopy Repairs","Ashford (Middlesex)",797,806,933562,"Project name 2","2015/16"
"000001323532","Electrification & Fixed Plant","PPM & Reactive MDU L&E","Redbridge",536,537,811507,"Project name 2","2015/16"
"000001323578","discipline 4","Refurbish Fleet Tech Block","Walton on Thames",151,154,195996,"Project name 3","2015/16"
"000001323402","Electrification & Fixed Plant","Asbestos management surveys","NDS Eastleigh LWRD",408,410,744024,"Project name 1","2016/17"
"000001323383","Electrification & Fixed Plant","Platform repairs","Egham",309,310,630786,"Project name 1","2017/18"
"000001324726","discipline 3","Waterproofing works to LUL areas","Portsmouth Harbour",813,814,375916,"Project name 2","2019/20"
"000001324741","discipline 4","Platform 2 Repairs","Clapham Junction",332,336,526068,"Project name 2","2017/18"
"000001323711","Buildings","Platform Repairs","LSB's",158,162,345537,"Project name 3","2019/20"
"000001323625","discipline 4","Platform PM costs","London Underground Stations",448,456,594185,"Project name 2","2017/18"
"000001323581","Electrification & Fixed Plant","Refurbish TCS Block","Vauxhall",446,447,590633,"Project name 3","2019/20"
"000001323383","discipline 3","Canopy Repairs","Farnborough (Main)",948,950,887142,"Project name 2","2017/18"
"000001323532","Buildings","Platform repairs.","LSB Bournemouth SCC",380,383,836278,"Project name 2","2017/18"
"000001323383","discipline 4","Refurbish TCS Block","LMD Bournemouth ",40,45,845982,"Project name 2","2017/18"
"000001324741","discipline 4","Car Park Resurfacing","Havant",541,543,616834,"Project name 1","2016/17"
"000001323531","Buildings","Removal of redundant Canopy 03 Structure and supporting columns.","Shepperton",150,151,325771,"Project name 3","2018/19"
"000001323532","discipline 4","Platform repairs","LMD Ryde ",725,726,723473,"Project name 1","2018/19"
"000001323696","Electrification & Fixed Plant","Platform Repairs","Egham",199,203,523905,"Project name 1","2016/17"
"000001323383","Buildings","Platform Repairs","LSB Bournemouth SCC",22,27,403596,"Project name 3","2019/20"
"000001324726","Buildings","HVAC Renewal","Sunbury",692,694,975860,"Project name 2","2017/18"
"000001324726","discipline 4","Canopy repairs","Havant",377,384,711957,"Project name 2","2017/18"
"000001324726","Electrification & Fixed Plant","Refurbish Fleet Tech Block","Shawford",784,786,811625,"Project name 1","2019/20"
"000001323519","Electrification & Fixed Plant","Platform Repairs","Weybridge",562,563,516337,"Project name 1","2018/19"
"000001323699","Buildings","Refurbish TCS Block","Hinchley Wood",132,135,190983,"Project name 2","2018/19"
"000001323711","discipline 4","Station Building Roof Repairs","Worcester Park",245,251,837179,"Project name 2","2019/20"
"000001323382","discipline 3","Station Building Roof Repairs","Effingham",356,360,148105,"Project name 3","2015/16"
"000001323381","discipline 4","Refurbish Fleet Tech Block","New Malden",183,185,850853,"Project name 1","2017/18"
"000001323627","Buildings","Station Building Roof Repairs","Basingstoke",222,231,135409,"Project name 1","2019/20"
"000001323519","Buildings","Footbridge Repairs","Woking ",445,446,292020,"Project name 1","2017/18"
"000001323393","Electrification & Fixed Plant","Refurbish TCS Block","Fleet and Winchester",207,208,918174,"Project name 3","2017/18"
"000001323416","discipline 4","Asbestos management surveys","St Margarets",758,759,315865,"Project name 1","2015/16"
"000001324741","discipline 4","Platform repairs.","Pokesdown",391,395,466484,"Project name 2","2018/19"
"000001323696","discipline 3","Waterproofing works to LUL areas","Chertsey",498,499,548543,"Project name 2","2016/17"
"000001323579","discipline 4","Refurbish TCS Block","Wokingham ",307,311,548360,"Project name 1","2016/17"
"000001323627","Electrification & Fixed Plant","Rewire/Relight","LMD Wimbledon LMD",312,313,232038,"Project name 3","2019/20"
"000001323395","discipline 4","Platform repairs.","Redbridge",35,36,726136,"Project name 2","2019/20"
"000001323565","discipline 4","Ticket Office Refurb","New Malden",232,234,549474,"Project name 3","2015/16"
"000001323578","Buildings","Glazing Repairs to Concourse Canopy","Fleet and Winchester",661,665,255513,"Project name 3","2016/17"
"000001323697","discipline 3","Canopy and Box Gutter Repairs","LMD Basingstoke",300,305,235316,"Project name 1","2019/20"
"000001323614","discipline 4","Platform Repairs","Stoneleigh",215,216,462337,"Project name 2","2017/18"
"000001323531","discipline 3","Station Building Roof Repairs","Vauxhall",759,764,372189,"Project name 1","2017/18"
"000001323382","Electrification & Fixed Plant","Station Building Roof Repairs","Dorchester South",379,380,407935,"Project name 1","2016/17"
"000001323382","Electrification & Fixed Plant","Asbestos management surveys","Winchester",855,858,771129,"Project name 2","2017/18"
"000001323565","discipline 3","Canopy Repairs","Farncombe",156,160,975875,"Project name 1","2018/19"
"000001323625","Buildings","Rewire/Relight","Thornford",921,932,426716,"Project name 1","2018/19"
"000001323531","Buildings","PPM & Reactive MDU L&E","Axminster",283,287,716215,"Project name 1","2017/18"
"000001323395","Electrification & Fixed Plant","Footbridge Repairs","Effingham Junction",462,464,164647,"Project name 2","2017/18"
"000001323404","discipline 3","PPM & Reactive MDU L&E","Woking ",152,155,651044,"Project name 3","2018/19"
"000001323394","discipline 4","Canopy Repairs","Portsmouth Harbour",119,124,645951,"Project name 2","2017/18"
"000001323538","Electrification & Fixed Plant","Ticket Office Refurb","NDS Effingham ",781,785,867163,"Project name 1","2017/18"
"000001323515","Buildings","Refurbish Fleet Tech Block","Tolworth",148,149,541870,"Project name 1","2017/18"
"000001323579","Electrification & Fixed Plant","Glazing Repairs to Concourse Canopy","SSWT Stations",793,798,993710,"Project name 3","2018/19"
"000001323521","discipline 4","Power Upgrade and HVAC Works (CP4 Unfunded)","Wimbledon LMD",507,509,169967,"Project name 2","2018/19"
"000001323383","Buildings","Asbestos management surveys","Hinton Admiral",723,725,992973,"Project name 3","2016/17"
"000001323402","Buildings","Refurbish Fleet Tech Block","New Malden",417,419,741614,"Project name 3","2017/18"
"000001323578","Electrification & Fixed Plant","Car Park Resurfacing","Worcester Park",870,871,966211,"Project name 3","2016/17"
"000001323402","discipline 4","Platform repairs.","Botley",944,947,481053,"Project name 3","2018/19"
"000001323579","Buildings","Glazing Repairs to Concourse Canopy","Basingstoke",325,328,405163,"Project name 2","2017/18"
"000001323530","Buildings","HVAC Renewal","Templecombe",470,474,485403,"Project name 2","2015/16"
"000001323532","Buildings","Power Upgrade and HVAC Works (CP4 Unfunded)","Thames Ditton",956,964,463170,"Project name 3","2015/16"
"000001323416","Electrification & Fixed Plant","Canopy alterations. Contribution to TFL scheme","FGW  Stations",643,644,990315,"Project name 2","2017/18"
"000001324741","Buildings","Canopy alterations. Contribution to TFL scheme","NDS's",206,209,846492,"Project name 3","2019/20"
"000001323614","discipline 4","Canopy repairs","Farncombe",891,902,428590,"Project name 1","2018/19"
"000001323565","Buildings","Ticket Office Refurb","Ashford (Middlesex)",848,849,974412,"Project name 2","2017/18"
"000001323587","discipline 3","Refurbish TCS Block","Wokingham ",626,630,344737,"Project name 1","2015/16"
"000001323520","discipline 4","Platform repairs.","New Malden",942,946,284489,"Project name 3","2017/18"
"000001323587","Electrification & Fixed Plant","Platform Repairs","Norbiton",365,371,649552,"Project name 1","2015/16"
"000001323581","Electrification & Fixed Plant","Platform 2 Repairs","Thornford",692,697,742750,"Project name 3","2016/17"
"000001323529","discipline 3","Platform repairs.","London Waterloo",899,902,966698,"Project name 1","2017/18"
"000001323395","Buildings","Ticket Office Refurb","Berrylands",515,518,770552,"Project name 3","2019/20"
"000001323393","discipline 4","Platform PM costs","NDS's",608,610,805771,"Project name 3","2016/17"
"000001323520","Buildings","PPM & Reactive MDU L&E","Martins Heron",872,881,519315,"Project name 2","2018/19"
"000001323402","discipline 4","Canopy repairs","Whitchurch",774,776,728852,"Project name 1","2018/19"
"000001323699","discipline 4","Station Building Roof Repairs","Hinton Admiral",213,214,961832,"Project name 3","2018/19"
"000001323529","Electrification & Fixed Plant","Canopy and Box Gutter Repairs","Pokesdown",610,613,908966,"Project name 2","2016/17"
"000001323581","Electrification & Fixed Plant","Canopy Repairs","Kew Bridge",296,297,175400,"Project name 2","2015/16"
"000001323382","Buildings","Canopy repairs","Strawberry Hill",754,755,919656,"Project name 1","2018/19"
"000001323614","discipline 3","Ticket Office Refurb","Sunbury",794,799,796323,"Project name 1","2016/17"
"000001323699","Buildings","Canopy and Box Gutter Repairs","Earlsfield",537,538,152261,"Project name 2","2015/16"
"000001323416","Electrification & Fixed Plant","Removal of redundant Canopy 03 Structure and supporting columns.","Kew Bridge",710,716,734349,"Project name 1","2017/18"
"000001323519","Buildings","Platform repairs","Ryde Pier",625,626,615070,"Project name 1","2017/18"
"000001323402","Electrification & Fixed Plant","PPM & Reactive MDU L&E","Whitton",966,974,898470,"Project name 3","2017/18"
"000001323530","discipline 4","Canopy/Station Roof Repairs","Redbridge",158,160,388668,"Project name 2","2015/16"
"000001323521","discipline 4","Refurbish Fleet Tech Block","Botley",743,744,488109,"Project name 2","2017/18"
"000001323531","discipline 4","Footbridge Repairs","Egham",8,9,634943,"Project name 2","2016/17"
"000001323538","Electrification & Fixed Plant","Canopy repairs","Poole",650,657,582599,"Project name 3","2019/20"
"000001323696","Buildings","PPM & Reactive MDU L&E","Oxshott",506,507,623526,"Project name 3","2019/20"
"000001323587","discipline 4","Rewire/Relight","Chertsey",386,388,928031,"Project name 2","2019/20"
"000001323565","Buildings","Canopy alterations. Contribution to TFL scheme","Ryde Pier",237,238,673892,"Project name 3","2019/20"
"000001323614","discipline 3","Platform 2 Repairs","LMD's",991,992,533658,"Project name 2","2015/16"
"000001323532","Buildings","Platform repairs","Vauxhall",404,405,582652,"Project name 3","2015/16"
"000001324741","Buildings","Refurbish TCS Block","Redbridge",499,505,597417,"Project name 1","2016/17"
"000001323522","Buildings","Platform PM costs","Shepperton",895,896,903029,"Project name 3","2018/19"
"000001323688","Buildings","HVAC Renewal","Godalming",822,825,279509,"Project name 2","2016/17"
"000001323529","Buildings","Platform PM costs","Kew Bridge",443,452,305771,"Project name 2","2016/17"
"000001323581","Buildings","Platform 2 Repairs","FGW  Stations",208,210,956334,"Project name 1","2015/16"
"000001324726","Buildings","Power Upgrade and HVAC Works (CP4 Unfunded)","Brentford",29,36,770068,"Project name 3","2019/20"
"000001323404","discipline 4","Platform PM costs","Millbrook",399,401,694428,"Project name 3","2015/16"
"000001323711","Electrification & Fixed Plant","Canopy and Box Gutter Repairs","Ascot",533,534,638571,"Project name 3","2015/16"
"000001323393","Electrification & Fixed Plant","Asbestos management surveys","Wraysbury",454,460,620353,"Project name 1","2018/19"
"000001323394","Buildings","Rewire/Relight","Andover",833,835,827780,"Project name 2","2017/18"
"000001323519","Electrification & Fixed Plant","Power Upgrade and HVAC Works (CP4 Unfunded)","Queenstown Road",250,251,777067,"Project name 3","2016/17"
"000001323383","discipline 3","Removal of redundant Canopy 03 Structure and supporting columns.","Sunbury",71,72,777878,"Project name 3","2018/19"
"000001323522","Electrification & Fixed Plant","Asbestos management surveys","Shawford",61,62,149156,"Project name 1","2018/19"
"000001323531","discipline 3","Ticket Office Refurb","Stoneleigh",347,348,275607,"Project name 2","2018/19"
"000001323515","discipline 4","Refurbish Fleet Tech Block","Surbiton",146,156,522552,"Project name 2","2019/20"
"000001323522","discipline 3","Station Building Roof Repairs","LSB Bournemouth SCC",658,660,406008,"Project name 1","2016/17"
"000001323532","discipline 3","Refurbish TCS Block","Walton on Thames",562,567,264051,"Project name 3","2017/18"
"000001323614","Buildings","Station Building Roof Repairs","Egham",175,179,563693,"Project name 1","2016/17"
"000001323711","Electrification & Fixed Plant","Platform PM costs","NDS's",594,600,295770,"Project name 1","2015/16"
"000001323530","Electrification & Fixed Plant","PPM & Reactive MDU L&E","New Malden",89,90,778272,"Project name 2","2015/16"
"000001323565","Buildings","Platform repairs","Weybridge",636,645,774207,"Project name 3","2019/20"
"000001323382","discipline 4","Glazing Repairs to Concourse Canopy","Romsey",411,414,813585,"Project name 1","2017/18"
"000001323697","Electrification & Fixed Plant","PPM & Reactive MDU L&E","Effingham Junction",720,729,624064,"Project name 3","2016/17"
"000001323578","discipline 3","Refurbish TCS Block","Botley",781,784,359449,"Project name 2","2018/19"
"000001323529","discipline 3","Platform repairs","Upwey",13,14,461263,"Project name 2","2015/16"
"000001323402","Buildings","PPM & Reactive MDU L&E","Thames Ditton",85,89,298310,"Project name 2","2018/19"
"000001323688","Electrification & Fixed Plant","Canopy and Box Gutter Repairs","Earlsfield",289,290,283199,"Project name 1","2015/16"
"000001323625","Buildings","Refurbish Fleet Tech Block","Effingham Junction",63,72,516753,"Project name 2","2016/17"
"000001324741","discipline 3","Canopy/Station Roof Repairs","Brockenhurst",305,311,547235,"Project name 1","2016/17"
"000001323625","Buildings","Canopy/Station Roof Repairs","LMD Wimbledon LMD",797,799,170044,"Project name 1","2015/16"
"000001323711","discipline 3","PPM & Reactive MDU L&E","Havant",678,680,275172,"Project name 2","2018/19"
"000001323532","discipline 4","Platform Repairs","Wimbledon LMD",860,861,521890,"Project name 3","2017/18"
"000001323696","Buildings","Refurbish TCS Block","Brentford",295,297,655562,"Project name 1","2016/17"
"000001323394","Electrification & Fixed Plant","PPM & Reactive MDU L&E","Putney",79,83,236919,"Project name 3","2019/20"
"000001324726","discipline 3","Ticket Office Refurb","Clapham Junction",528,531,447900,"Project name 1","2019/20"
"000001323530","Electrification & Fixed Plant","Canopy Repairs","Portchester",744,750,767245,"Project name 1","2018/19"
"000001323394","discipline 3","Removal of redundant Canopy 03 Structure and supporting columns.","Havant",457,467,974260,"Project name 3","2019/20"
"000001323531","Electrification & Fixed Plant","Rewire/Relight","Island Line Stations",253,254,395820,"Project name 1","2019/20"
"000001323381","Buildings","Canopy/Station Roof Repairs","Fleet and Winchester",423,434,125522,"Project name 1","2015/16"
"000001323627","discipline 4","Platform repairs","Winchester",282,285,698932,"Project name 2","2015/16"
"000001323565","Buildings","Canopy alterations. Contribution to TFL scheme","LSB's",780,783,771228,"Project name 3","2016/17"
"000001323520","discipline 3","Rewire/Relight","Teddington",921,922,449989,"Project name 1","2019/20"
"000001323402","Buildings","Ticket Office Refurb","Botley",121,131,162645,"Project name 3","2015/16"
"000001323515","discipline 3","Platform Repairs","LMD Ryde ",527,533,696768,"Project name 1","2017/18"
"000001323625","discipline 4","PPM & Reactive MDU L&E","Queenstown Road",176,183,433426,"Project name 2","2016/17"
"000001323520","discipline 3","Platform 2 Repairs","Sunnymeads",132,133,515753,"Project name 2","2016/17"
"000001323520","discipline 3","HVAC Renewal","Brentford",51,52,447255,"Project name 3","2017/18"
"000001323530","discipline 3","Glazing Repairs to Concourse Canopy","Worcester Park",994,998,791031,"Project name 3","2017/18"
"000001323538","discipline 3","Canopy alterations. Contribution to TFL scheme","Ryde Pier",172,178,682862,"Project name 3","2016/17"
"000001323519","Electrification & Fixed Plant","Power Upgrade and HVAC Works (CP4 Unfunded)","Portsmouth Harbour",460,470,744570,"Project name 1","2018/19"
"000001323383","discipline 3","Asbestos management surveys","Chetnole",858,863,601140,"Project name 1","2017/18"
"000001323532","Buildings","Station Building Roof Repairs","NDS's",449,454,505327,"Project name 2","2018/19"
"000001323565","discipline 4","Refurbish TCS Block","London Overground Stations",559,565,218149,"Project name 3","2018/19"
"000001323520","discipline 3","Platform repairs","Micheldever",907,918,244200,"Project name 3","2017/18"
"000001323587","discipline 4","Platform repairs","Romsey",899,906,662299,"Project name 1","2018/19"
"000001323382","Electrification & Fixed Plant","Canopy repairs","Sunnymeads",521,522,505974,"Project name 2","2019/20"
"000001323579","Electrification & Fixed Plant","Ticket Office Refurb","Woking ",194,195,352750,"Project name 3","2019/20"
"000001324726","discipline 3","Station Building Roof Repairs","Winchester",449,450,188610,"Project name 2","2019/20"
"000001324741","discipline 4","Platform repairs.","MDU's",549,551,315333,"Project name 1","2019/20"
"000001323530","Buildings","Car Park Resurfacing","Wimbledon LMD",142,143,572866,"Project name 3","2017/18"
"000001323520","Buildings","Canopy Repairs","Tolworth",339,341,133586,"Project name 2","2015/16"
"000001323565","discipline 4","Canopy alterations. Contribution to TFL scheme","Vauxhall",792,800,170620,"Project name 3","2015/16"
"000001323515","Buildings","Footbridge Repairs","Various",5,9,534178,"Project name 1","2016/17"
"000001323416","Buildings","Platform Repairs","Teddington",669,676,833440,"Project name 1","2015/16"
"000001323627","discipline 4","Car Park Resurfacing","Wimbledon LMD",331,333,212548,"Project name 1","2018/19"
"000001323627","discipline 4","Refurbish TCS Block","Fleet and Winchester",989,994,526432,"Project name 3","2015/16"
"000001323520","Electrification & Fixed Plant","Station Building Roof Repairs","Winchester",162,166,301820,"Project name 3","2016/17"
"000001323625","Buildings","Platform repairs.","Island Line Stations",978,985,497456,"Project name 3","2018/19"
"000001323515","discipline 4","Glazing Repairs to Concourse Canopy","Vauxhall",840,847,347146,"Project name 2","2018/19"
"000001323530","discipline 3","Canopy/Station Roof Repairs","St Margarets",989,998,835504,"Project name 1","2016/17"
"000001323529","Buildings","Platform Repairs","Ashford (Middlesex)",32,33,220379,"Project name 1","2015/16"
"000001323625","discipline 3","Canopy/Station Roof Repairs","Upper Halliford",275,278,663097,"Project name 1","2019/20"
"000001323522","discipline 4","Ticket Office Refurb","St Margarets",62,66,138088,"Project name 1","2016/17"
"000001323690","discipline 3","PPM & Reactive MDU L&E","Wraysbury",917,920,725864,"Project name 3","2016/17"
"000001323587","Buildings","Rewire/Relight","Effingham Junction",110,112,512279,"Project name 3","2017/18"
"000001324726","discipline 4","Glazing Repairs to Concourse Canopy","Farnborough (Main)",970,976,328860,"Project name 1","2015/16"
"000001324741","Electrification & Fixed Plant","Refurbish Fleet Tech Block","NDS Effingham ",778,784,537011,"Project name 2","2016/17"
"000001324726","discipline 3","Ticket Office Refurb","Sunnymeads",657,658,292221,"Project name 1","2017/18"
"000001323520","discipline 3","HVAC Renewal","Axminster",188,190,962046,"Project name 1","2018/19"
"000001324741","discipline 4","Ticket Office Refurb","Brockenhurst",943,944,259154,"Project name 2","2018/19"
"000001323521","discipline 3","Canopy and Box Gutter Repairs","Norbiton",383,393,417591,"Project name 3","2018/19"
"000001323690","discipline 3","Platform repairs","Worcester Park",182,184,576921,"Project name 3","2015/16"
"000001323690","Electrification & Fixed Plant","Footbridge Repairs","Teddington",821,829,159405,"Project name 1","2019/20"
"000001323515","Buildings","Car Park Resurfacing","Walton on Thames",84,89,996100,"Project name 2","2015/16"
"000001323688","discipline 4","Rewire/Relight","Wraysbury",429,430,253294,"Project name 3","2019/20"
"000001323382","Buildings","Canopy and Box Gutter Repairs","Various",566,567,848830,"Project name 1","2018/19"
"000001323699","discipline 3","PPM & Reactive MDU L&E","Portchester",682,690,837702,"Project name 1","2018/19"
"000001323402","Buildings","Canopy Repairs","LSB Bournemouth SCC",362,363,893665,"Project name 1","2019/20"
"000001323404","Buildings","Canopy Repairs","LMD Bournemouth ",933,937,630985,"Project name 3","2017/18"
"000001323530","discipline 4","Canopy Repairs","LSB's",869,876,778469,"Project name 3","2017/18"
"000001323520","discipline 4","Waterproofing works to LUL areas","NDS's",624,634,971263,"Project name 2","2017/18"
"000001323381","Electrification & Fixed Plant","Platform 2 Repairs","Farnborough (Main)",825,826,684441,"Project name 3","2018/19"
"000001323565","discipline 3","Canopy and Box Gutter Repairs","Queenstown Road",681,686,534121,"Project name 1","2019/20"
