ID,Asset ID,Asset Discipline,Asset Roll-Up,Asset Key Cost Line,Asset Key Volume Line,Asset Work Description,Location,Start ELR,Start Mileage,Start Yards,End ELR,End Mileage,End Yards,TID,Remit Status,Deliverer,Project Number,Project Name,Delivery Year ,Volume,Volume CP4 Rollover,"Volume FY 2014/15","Volume FY 2015/16","Volume FY 2016/17","Volume FY 2017/18","Volume FY 2018/19",Total Volume,Funding Source,"Budget CP4 Rollover(£K)","Budget FY 2014/15(£K)","Budget FY 2015/16(£K)","Budget FY 2016/17(£K)","Budget FY 2017/18(£K)","Budget FY 2018/19(£K)","AFC(£K)"
WEX - 000247,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Refurbishment,CP4 / 5. Poor condition earthwork. Alluvium and marshy. Movement to trough. Cess widening necessary. Local slumping and earthflow present. Very poor track geometry. ,River Mole 2 Embankment,NGL,19,0452,,19,0832,,Unremitted,IP Wessex: B&C ,146609,River Mole 2 Embankment,2015/16,300,,0,300,0,0,0,300,Geotechnical,,,40.00,,,,40.00
WEX - 000248,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Refurbishment,"CP6. High Risk. Rails not level - top fault, earthflow present throughout, troughing is misaligned regularly. unable to access boundary at end due to dense vegetation.",Riverdale Embankment,PAA2,41,1540,,42,,,Unremitted,IP Wessex: B&C ,,,2016/17,2,,0,0,0,2,0,2,Geotechnical,,,,,45.00,,45.00
WEX - 000249,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Refurbishment,"CP6. High Risk. Rails not level - top fault, earthflow present throughout, troughing is misaligned regularly. unable to access boundary at end due to dense vegetation.",Riverdale Embankment,PAA2,41,1540,,42,,,Unremitted,IP Wessex: B&C ,,,2016/17,150,,0,0,0,150,0,150,Geotechnical,,,,,13.00,,13.00
WEX - 000250,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Refurbishment,Evaluation required. This site does not appear to be a top poor. The exam locates a number of movement indicators although only local slumping appears to exist. The site is located over the river meon. ,River Meon Embankment,SDP1,12,0880,,12,0990,,Unremitted,IP Wessex: B&C ,,,2016/17,2,,0,0,0,2,0,2,Geotechnical,,,,,45.00,,45.00
WEX - 000251,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Refurbishment,Evaluation required. This site does not appear to be a top poor. The exam locates a number of movement indicators although only local slumping appears to exist. The site is located over the river meon. ,River Meon Embankment,SDP1,12,0880,,12,0990,,Unremitted,IP Wessex: B&C ,,,2016/17,150,,0,0,0,150,0,150,Geotechnical,,,,,13.00,,13.00
WEX - 000252,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Refurbishment,"Poor condition earthwork. CCQ Poor, Earthflow, Track slacks, previous repairs. Poor track geometry. ","Gravel Hill, Bentley Embankment",PAA2,42,1100,,43,0330,,Unremitted,IP Wessex: B&C ,,,2016/17,4,,0,0,0,4,0,4,Geotechnical,,,,,90.00,,90.00
WEX - 000253,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Refurbishment,"Poor condition earthwork. CCQ Poor, Earthflow, Track slacks, previous repairs. Poor track geometry. ","Gravel Hill, Bentley Embankment",PAA2,42,1100,,43,0330,,Unremitted,IP Wessex: B&C ,,,2016/17,300,,0,0,0,300,0,300,Geotechnical,,,,,26.00,,26.00
WEX - 000254,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Refurbishment,"Poor condition earthwork. Cracks, slumping, stepped crest - requires new cess. Very poor track geometry. ","Star Lane, Wokingham Embankment",RDG1,35,0223,,35,0634,,Unremitted,IP Wessex: B&C ,,,2016/17,4,,0,0,0,4,0,4,Geotechnical,,,,,90.00,,90.00
WEX - 000255,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Refurbishment,"Poor condition earthwork. Cracks, slumping, stepped crest - requires new cess. Very poor track geometry. ","Star Lane, Wokingham Embankment",RDG1,35,0223,,35,0634,,Unremitted,IP Wessex: B&C ,,,2016/17,300,,0,0,0,300,0,300,Geotechnical,,,,,26.00,,26.00
WEX - 000256,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Refurbishment,"Poor condition earthwork. Toe bulges, perched water, exposed sleeper ends, translational failure, previously repaired. Super red track quality.","Hook Road, Epsom Embankment",RPE,14,0008,,14,0648,,Unremitted,IP Wessex: B&C ,,,2016/17,6,,0,0,0,6,0,6,Geotechnical,,,,,135.00,,135.00
WEX - 000257,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Refurbishment,"Poor condition earthwork. Toe bulges, perched water, exposed sleeper ends, translational failure, previously repaired. Super red track quality.","Hook Road, Epsom Embankment",RPE,14,0008,,14,0648,,Unremitted,IP Wessex: B&C ,,,2016/17,450,,0,0,0,450,0,450,Geotechnical,,,,,40.00,,40.00
WEX - 000258,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Refurbishment,"Poor condition earthwork. Translational failure, scour at toe, Alluvium nr River Wey. Very poor track quality.",Leathershop Embankment,WPH1,35,0440,,35,0646,,Unremitted,IP Wessex: B&C ,140521,CP5 E/Wks Renewals - Batch 1,2015/16,2,,,2,0,0,0,2,Geotechnical,,10.00,35.00,,,,45.00
WEX - 000259,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Refurbishment,"Poor condition earthwork. Translational failure, scour at toe, Alluvium nr River Wey. Very poor track quality.",Leathershop Embankment,WPH1,35,0440,,35,0646,,Unremitted,IP Wessex: B&C ,,,2015/16,150,,0,150,0,0,0,150,Geotechnical,,,13.00,,,,13.00
WEX - 000260,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Renewal, Faber Maunsell identified Poor sites (under NR/SP/CIV/065) during the examination seasons of 2007/08 and 08/09 on WPH1 between 41.0330 and 41.0550 on the Up and Down sides. The Poor status of these earthwork sections were confirmed by the Networ,Grayswood Road Embankment 1,WPH1,41,0440,,41,0550,,Unremitted,IP Wessex: B&C ,109006,Grayswood EB Preventative,,0,,0,0,0,0,0,0,Geotechnical,,,,,,,0.00
WEX - 000261,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Refurbishment,"Evict vermin. fill holes. net. build up cess - easy access here, do about 100m, low bank, only 3m high, - probably a good sand core. currently ballast relying on troughing to stay put. prob could buy land for regrade.",East Burton Embankment,BML2,126,1655,,127,0003,,Unremitted,IP Wessex: B&C ,,,2017/18,1,,0,0,0,1,0,1,Geotechnical,,,,,22.00,,22.00
WEX - 000262,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Refurbishment,"Evict vermin. fill holes. net. build up cess - easy access here, do about 100m, low bank, only 3m high, - probably a good sand core. currently ballast relying on troughing to stay put. prob could buy land for regrade.",East Burton Embankment,BML2,126,1655,,127,0003,,Unremitted,IP Wessex: B&C ,,,2017/18,75,,0,0,0,75,0,75,Geotechnical,,,,,7.00,,7.00
WEX - 000263,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Maintenance,"IB track slacking and slewing not observed, possibly repaired. several different colours of ballast, added 'requires regular maintenance' which moved it to a poor. soil creep and slumping present Evaluated By Sue Oliver Evaluation Comments minor gentle sl",Loddon Embankment,BML1,46,,,46,0111,,Unremitted,IP Wessex: B&C ,,,2017/18,1,,0,0,0,1,0,1,Geotechnical,,,,,3.00,,3.00
WEX - 000264,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Maintenance,"IB track slacking and slewing not observed, possibly repaired. several different colours of ballast, added 'requires regular maintenance' which moved it to a poor. soil creep and slumping present Evaluated By Sue Oliver Evaluation Comments minor gentle sl",Loddon Embankment,BML1,46,,,46,0111,,Unremitted,IP Wessex: B&C ,,,2017/18,150,,0,0,0,150,0,150,Geotechnical,,,,,1.00,,1.00
WEX - 000265,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Maintenance,"Large cess. Wooden ballast board holding up cess. Leaning trees. Cess restraint needs repairing. Ballast on slope. prev remediation on crest has failed and needs more work. (X4) Local slumping/Earthflow evident.(Q6) Stepped crest/possible or historic bac",Overton Embankment,BAE1,55,1540,,56,0110,,Unremitted,IP Wessex: B&C ,,,2018/19,7,,0,0,0,0,7,7,Geotechnical,,,,,,22.00,22.00
WEX - 000266,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Maintenance,"Large cess. Wooden ballast board holding up cess. Leaning trees. Cess restraint needs repairing. Ballast on slope. prev remediation on crest has failed and needs more work. (X4) Local slumping/Earthflow evident.(Q6) Stepped crest/possible or historic bac",Overton Embankment,BAE1,55,1540,,56,0110,,Unremitted,IP Wessex: B&C ,,,2018/19,"1,050",,0,0,0,0,"1,050",1050,Geotechnical,,,,,,5.00,5.00
WEX - 000267,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Maintenance,Setts causing local slumping and depression along cess- poss repaired failre-old toe bundrepared failure and track slew not observed. local slumping along crest related to burrowing below. terracing in midslope,River Parrett Embankment,BAE2,130,0660,,130,0772,,Unremitted,IP Wessex: B&C ,,,2017/18,5,,0,0,0,5,0,5,Geotechnical,,,,,16.00,,16.00
WEX - 000268,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Maintenance,Setts causing local slumping and depression along cess- poss repaired failre-old toe bundrepared failure and track slew not observed. local slumping along crest related to burrowing below. terracing in midslope,River Parrett Embankment,BAE2,130,0660,,130,0772,,Unremitted,IP Wessex: B&C ,,,2017/18,750,,0,0,0,750,0,750,Geotechnical,,,,,4.00,,4.00
WEX - 000269,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Maintenance,Poor condition earthwork. Very poor track quality. Clay embankment with a stream at the toe. The stream appears to be saturating the embankment and making it slip. Drainage and earthwork Job. Upgrade the culvert and  rebuild the earthwork. ,Whitley Bank 2 Embankment,WPH1,39,0146,,39,0444,,Unremitted,IP Wessex: B&C ,,,2018/19,3,,0,0,0,0,3,3,Geotechnical,,,,,,9.00,9.00
WEX - 000270,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Maintenance,Poor condition earthwork. Very poor track quality. Clay embankment with a stream at the toe. The stream appears to be saturating the embankment and making it slip. Drainage and earthwork Job. Upgrade the culvert and  rebuild the earthwork. ,Whitley Bank 2 Embankment,WPH1,39,0146,,39,0444,,Unremitted,IP Wessex: B&C ,,,2018/19,450,,0,0,0,0,450,450,Geotechnical,,,,,,2.00,2.00
WEX - 000271,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Maintenance,"Poor condition earthwork. Stepped crest, ash, soft toe, creeping, requires widening. Very poor track quality.",Ripley Road Bridge Embankment,WPH1,48,0423,,48,0660,,Unremitted,IP Wessex: B&C ,,,2018/19,3,,0,0,0,0,3,3,Geotechnical,,,,,,9.00,9.00
WEX - 000272,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Maintenance,"Poor condition earthwork. Stepped crest, ash, soft toe, creeping, requires widening. Very poor track quality.",Ripley Road Bridge Embankment,WPH1,48,0423,,48,0660,,Unremitted,IP Wessex: B&C ,,,2018/19,450,,0,0,0,0,450,450,Geotechnical,,,,,,2.00,2.00
WEX - 000273,,Geotechnical,Geotechnical - Embankments,Geotechnical - Embankments,Geotechnical - Maintenance,"Evict vermin. fill holes. net. build up cess - easy access here, do about 100m, low bank, only 3m high, - probably a good sand core. currently ballast relying on troughing to stay put. prob could buy land for regrade.",East Burton Embankment,BML2,126,1650,,126,1757,,Unremitted,IP Wessex: B&C ,,,2017/18,1,,0,0,0,1,0,1,Geotechnical,,,,,3.00,,3.00
WEX - 000274,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Maintenance,"Evict vermin. fill holes. net. build up cess - easy access here, do about 100m, low bank, only 3m high, - probably a good sand core. currently ballast relying on troughing to stay put. prob could buy land for regrade.",East Burton Embankment,BML2,126,1650,,126,1757,,Unremitted,IP Wessex: B&C ,,,2017/18,150,,0,0,0,150,0,150,Geotechnical,,,,,1.00,,1.00
WEX - 000275,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Maintenance,Re examination required.,Holywell Tunnel,WEY,149,1075,,149,1078,,Unremitted,IP Wessex: B&C ,140521,CP5 E/Wks Renewals - Batch 1,,0,,0,0,0,0,0,0,Geotechnical,,0.00,,,,,0.00
WEX - 000276,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Maintenance,Re examination required.,Holywell Tunnel,WEY,149,1075,,149,1078,,Unremitted,IP Wessex: B&C ,140521,CP5 E/Wks Renewals - Batch 1,2014/15,160,,160,0,0,0,0,160,Geotechnical,,1.00,,,,,1.00
WEX - 000277,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Maintenance,Earthworks Maintainance,BAE2 - Soil Cutting,BAE2,126,0440,,149,1034,,Unremitted,IP Wessex: B&C ,140521,CP5 E/Wks Renewals - Batch 1,2014/15,29,,29,0,0,0,0,29,Geotechnical,,325.00,,,,,325.00
WEX - 000278,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Maintenance,Earthworks Maintainance,BAE2 - Soil Cutting,BAE2,126,0440,,149,1034,,Unremitted,IP Wessex: B&C ,140521,CP5 E/Wks Renewals - Batch 1,2014/15,800,,800,0,0,0,0,800,Geotechnical,,4.00,,,,,4.00
WEX - 000279,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Renewal,Maintain all draiange associated with the tunnel portal,Honiton Cutting Country End,BAE2,153,0570,,153,0679,,Unremitted,IP Wessex: B&C ,,,2016/17,1,,0,0,1,0,0,1,Geotechnical,,,,173.00,,,173.00
WEX - 000280,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Maintain all draiange associated with the tunnel portal,Honiton Cutting Country End,BAE2,153,0570,,153,0679,,Unremitted,IP Wessex: B&C ,,,2016/17,80,,0,0,80,0,0,80,Geotechnical,,,,23.00,,,23.00
WEX - 000281,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Renewal,Site is associated with a number of failures over the past 15 years. Repairs and more draiange improvements are required,Gillingham Tunnel Cutting London End,BAE2,107,0659,,107,1683,,Unremitted,IP Wessex: B&C ,,,2016/17,8,,0,0,8,0,0,8,Geotechnical,,,,978.00,,,978.00
WEX - 000282,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Site is associated with a number of failures over the past 15 years. Repairs and more draiange improvements are required,Gillingham Tunnel Cutting London End,BAE2,107,0659,,107,1683,,Unremitted,IP Wessex: B&C ,,,2016/17,640,,0,0,640,0,0,640,Geotechnical,,,,186.00,,,186.00
WEX - 000283,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Renewal,"Cutting Crest Drainage Initiative. Improve the drainage at the crest, track and flumes. Very poor drainage on the slope. Potential for earth movement.",Gillingham Tunnel Cutting Country End,BAE2,108,,,108,0220,,Unremitted,IP Wessex: B&C ,,,2016/17,4,,0,0,4,0,0,4,Geotechnical,,,,305.00,,,305.00
WEX - 000284,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,"Cutting Crest Drainage Initiative. Improve the drainage at the crest, track and flumes. Very poor drainage on the slope. Potential for earth movement.",Gillingham Tunnel Cutting Country End,BAE2,108,,,108,0220,,Unremitted,IP Wessex: B&C ,,,2016/17,240,,0,0,240,0,0,240,Geotechnical,,,,70.00,,,70.00
WEX - 000285,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Maintenance,"Cutting Crest Drainage Initiative. Improve the drainage at the crest, track and flumes. Very poor drainage on the slope. Potential for earth movement.",Gillingham Tunnel Cutting Country End,BAE2,108,,,108,0220,,Unremitted,IP Wessex: B&C ,,,2016/17,160,,0,0,160,0,0,160,Geotechnical,,,,1.00,,,1.00
WEX - 000286,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,NERRP. Maintain all draiange associated with the tunnel portal and refurbish the cutting face.,Crewkerne Tunnel Cutting London End,BAE2,132,0785,,132,0842,,Unremitted,IP Wessex: B&C ,,,2016/17,240,,0,0,240,0,0,240,Geotechnical,,,,70.00,,,70.00
WEX - 000287,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,NERRP. Cutting Crest Drainage Initiative. Site associted with numerious faulures. Work in CP4. Maintenance and minor repairs in CP5. Site to maintian the drain in workin condition, Crewkerne Tunnel Cutting Country End,BAE2,132,1128,,132,1632,,Unremitted,IP Wessex: B&C ,,,2016/17,400,,0,0,400,0,0,400,Geotechnical,,,,197.00,,,197.00
WEX - 000288,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,"The Honiton Job. Deveg, Topo, Long term monitor, Drainage survey, Catchment analysis, Drainage and earthwork remediation.",Honiton Cutting London End,BAE2,152,0341,,153,0740,,Unremitted,IP Wessex: B&C ,140521,CP5 E/Wks Renewals - Batch 1,2016/17,11,,0,0,11,0,0,11,Geotechnical,,600.00,,"1,251.00",,,"1,851.00"
WEX - 000289,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,"The Honiton Job. Deveg, Topo, Long term monitor, Drainage survey, Catchment analysis, Drainage and earthwork remediation.",Honiton Cutting London End,BAE2,152,0341,,153,0740,,Unremitted,IP Wessex: B&C ,,,2016/17,"1,040",,0,0,"1,040",0,0,1040,Geotechnical,,,,302.00,,,302.00
WEX - 000290,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Maintenance,"The Honiton Job. Deveg, Topo, Long term monitor, Drainage survey, Catchment analysis, Drainage and earthwork remediation.",Honiton Cutting London End,BAE2,152,0341,,153,0740,,Unremitted,IP Wessex: B&C ,,,2016/17,480,,0,0,480,0,0,480,Geotechnical,,,,2.00,,,2.00
WEX - 000291,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Renewal,0,Wormley Cutting,WPH1,38,0440,,38,0550,,Unremitted,IP Wessex: B&C ,,,2017/18,1,,0,0,0,1,0,1,Geotechnical,,,,,136.00,,136.00
WEX - 000292,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,0,Wormley Cutting,WPH1,38,0440,,38,0550,,Unremitted,IP Wessex: B&C ,,,2017/18,80,,0,0,0,80,0,80,Geotechnical,,,,,18.00,,18.00
WEX - 000293,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,0,Haslemere Cutting,WPH1,42,0550,,42,0660,,Unremitted,IP Wessex: B&C ,,,2017/18,1,,0,0,0,1,0,1,Geotechnical,,,,,6.00,,6.00
WEX - 000294,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,0,Haslemere Cutting,WPH1,42,0550,,42,0660,,Unremitted,IP Wessex: B&C ,,,2017/18,80,,0,0,0,80,0,80,Geotechnical,,,,,23.00,,23.00
WEX - 000295,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,IB terracing in mid slope. stepped crest approx 0.50m drop added. added soil creep and earthflow present throughout. took photo of previously mentioned slope washout feature. CP4 Minor Works.,Ascot Cutting,RDG1,28,0005,,28,0110,,Unremitted,IP Wessex: B&C ,,,2017/18,1,,0,0,0,1,0,1,Geotechnical,,,,,6.00,,6.00
WEX - 000296,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,IB terracing in mid slope. stepped crest approx 0.50m drop added. added soil creep and earthflow present throughout. took photo of previously mentioned slope washout feature. CP4 Minor Works.,Ascot Cutting,RDG1,28,0005,,28,0110,,Unremitted,IP Wessex: B&C ,,,2017/18,80,,0,0,0,80,0,80,Geotechnical,,,,,23.00,,23.00
WEX - 000297,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Renewal,"IB slope washout feature has water flowing down, blocked drain / standing water at cess, sandbags deteriorating. stepped crest present. hummocky ground observed caused by burrows. Evaluated By Sue Oliver (Exam)",Thicket Copse Cutting,RTJ2,90,1211,,90,1320,,Unremitted,IP Wessex: B&C ,,,2017/18,1,,0,0,0,1,0,1,Geotechnical,,,,,170.00,,170.00
WEX - 000298,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,"IB slope washout feature has water flowing down, blocked drain / standing water at cess, sandbags deteriorating. stepped crest present. hummocky ground observed caused by burrows. Evaluated By Sue Oliver (Exam)",Thicket Copse Cutting,RTJ2,90,1211,,90,1320,,Unremitted,IP Wessex: B&C ,,,2017/18,80,,0,0,0,80,0,80,Geotechnical,,,,,23.00,,23.00
WEX - 000299,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,"Historic slump onto track. cleared and drainage ditch dug behind. okay at present but needs to be kept clear and annual inspection recommended.Exam:Ben Follett, AECOM (SER): 17/01/11: evidence of recent slump of materil onto track folowed by remediation ",Bubb Down Cutting,WEY,148,0330,,148,0422,,Unremitted,IP Wessex: B&C ,,,2017/18,1,,0,0,0,1,0,1,Geotechnical,,,,,6.00,,6.00
WEX - 000300,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,"Historic slump onto track. cleared and drainage ditch dug behind. okay at present but needs to be kept clear and annual inspection recommended.Exam:Ben Follett, AECOM (SER): 17/01/11: evidence of recent slump of materil onto track folowed by remediation ",Bubb Down Cutting,WEY,148,0330,,148,0422,,Unremitted,IP Wessex: B&C ,,,2017/18,80,,0,0,0,80,0,80,Geotechnical,,,,,23.00,,23.00
WEX - 000301,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,IB unchanged. remains poor average.  CP4 Minor Works.,Wormley Cutting,WPH1,38,0550,,38,0660,,Unremitted,IP Wessex: B&C ,,,2017/18,1,,0,0,0,1,0,1,Geotechnical,,,,,6.00,,6.00
WEX - 000302,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,IB unchanged. remains poor average.  CP4 Minor Works.,Wormley Cutting,WPH1,38,0550,,38,0660,,Unremitted,IP Wessex: B&C ,,,2017/18,80,,0,0,0,80,0,80,Geotechnical,,,,,23.00,,23.00
WEX - 000303,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Renewal,Poor condition earthwork. Flooding from 3rd party land caused slips - rest of cutting prone to slips.,Virginia Water Cutting,RDG1,22,1296,,22,1756,,Unremitted,IP Wessex: B&C ,,,2018/19,4,,0,0,0,0,4,4,Geotechnical,,,,,,273.00,273.00
WEX - 000304,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Poor condition earthwork. Flooding from 3rd party land caused slips - rest of cutting prone to slips.,Virginia Water Cutting,RDG1,22,1296,,22,1756,,Unremitted,IP Wessex: B&C ,,,2018/19,160,,0,0,0,0,160,160,Geotechnical,,,,,,36.00,36.00
WEX - 000305,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Maintenance,Poor condition earthwork. Flooding from 3rd party land caused slips - rest of cutting prone to slips.,Virginia Water Cutting,RDG1,22,1296,,22,1756,,Unremitted,IP Wessex: B&C ,,,2018/19,320,,0,0,0,0,320,320,Geotechnical,,,,,,1.00,1.00
WEX - 000306,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,"Localised washouts, new crest drainage channel required.",Foxhills Tunnel Cutting London End,PAA1,30,1400,,30,1391,,Unremitted,IP Wessex: B&C ,,,2016/17,2,,0,0,2,0,0,2,Geotechnical,,,,144.00,,,144.00
WEX - 000307,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,"Localised washouts, new crest drainage channel required.",Foxhills Tunnel Cutting London End,PAA1,30,1400,,30,1391,,Unremitted,IP Wessex: B&C ,,,2016/17,80,,0,0,80,0,0,80,Geotechnical,,,,41.00,,,41.00
WEX - 000308,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,"IB slight toe bulge onto troughing. still water issues on lower slope. no change from previous exam Evaluated Date 15 February 2012 Evaluated By Sue Oliver number of seepages at 0077, 0067. 'stream' joins cess drainage at 0021. severed 1inch diam pipe on ",Buckhurst Moore Cutting,RDG1,34,0034,,34,0115,,Unremitted,IP Wessex: B&C ,,,2016/17,1,,0,0,1,0,0,1,Geotechnical,,,,6.00,,,6.00
WEX - 000309,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,"IB slight toe bulge onto troughing. still water issues on lower slope. no change from previous exam Evaluated Date 15 February 2012 Evaluated By Sue Oliver number of seepages at 0077, 0067. 'stream' joins cess drainage at 0021. severed 1inch diam pipe on ",Buckhurst Moore Cutting,RDG1,34,0034,,34,0115,,Unremitted,IP Wessex: B&C ,,,2016/17,80,,0,0,80,0,0,80,Geotechnical,,,,23.00,,,23.00
WEX - 000310,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,IB saturated mid/lower slope high mg poses drainage/poss rot' failure risk. large trees line crest lean toward line. Evaluated By Bobby Suseela Evaluation Comments deveg pass to maintainance B.S evaluated.,Haslemere Cutting,WPH1,42,0660,,42,0770,,Unremitted,IP Wessex: B&C ,,,2017/18,1,,0,0,0,1,0,1,Geotechnical,,,,,6.00,,6.00
WEX - 000311,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,IB saturated mid/lower slope high mg poses drainage/poss rot' failure risk. large trees line crest lean toward line. Evaluated By Bobby Suseela Evaluation Comments deveg pass to maintainance B.S evaluated.,Haslemere Cutting,WPH1,42,0660,,42,0770,,Unremitted,IP Wessex: B&C ,,,2017/18,80,,0,0,0,80,0,80,Geotechnical,,,,,23.00,,23.00
WEX - 000312,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,Historic Landslip forming terraced midslope and toe bulge. The toe is progressing towards the track and could cause a gauge issue in the future. Monitoring.,Players Cresent,TTF,83,1263,,83,1297,,Unremitted,IP Wessex: B&C ,,,2018/19,1,,0,0,0,0,1,1,Geotechnical,,,,,,6.00,6.00
WEX - 000313,,Geotechnical,Geotechnical - Drainage,Geotechnical - Drainage,Geotechnical - Renewal,Historic Landslip forming terraced midslope and toe bulge. The toe is progressing towards the track and could cause a gauge issue in the future. Monitoring.,Players Cresent,TTF,83,1263,,83,1297,,Unremitted,IP Wessex: B&C ,,,2018/19,80,,0,0,0,0,80,80,Geotechnical,,,,,,23.00,23.00
WEX - 000314,,Geotechnical,Geotechnical - Soil Cuttings,Geotechnical - Soil Cuttings,Geotechnical - Refurbishment,"IB king post wall at end bowing slightly toward track possible slope movement, ballast covering slope - repaired previous failure. removed terracing because appears to be re-grade behind sheetpile wall at start - another repaired previous failure.",Horsley Cutting,NGL,21,1423,,21,1540,,Unremitted,IP Wessex: B&C ,,,2018/19,1,,0,0,0,0,1,1,Geotechnical,,,,,,122.00,122.00
